"Region";"Type";"Date";"Variable";"Value"
"06 Buskerud";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";76,5
"06 Buskerud";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";15138
"06 Buskerud";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";9,4
"06 Buskerud";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";75
"06 Buskerud";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";15318
"06 Buskerud";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";1,2
"06 Buskerud";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,9
"06 Buskerud";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";15302
"06 Buskerud";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";-0,1
"06 Buskerud";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";69,6
"06 Buskerud";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";16273
"06 Buskerud";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";6,1
"06 Buskerud";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,6
"06 Buskerud";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";17538
"06 Buskerud";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";7,8
"06 Buskerud";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";63,3
"06 Buskerud";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";18677
"06 Buskerud";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";6,5
"06 Buskerud";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";68,3
"06 Buskerud";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";19503
"06 Buskerud";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";4,4
"06 Buskerud";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";65
"06 Buskerud";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";20480
"06 Buskerud";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";5
"06 Buskerud";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";66,8
"06 Buskerud";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";21692
"06 Buskerud";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";5,9
"06 Buskerud";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";67,3
"07 Vestfold";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";8593
"07 Vestfold";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"07 Vestfold";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";121,5
"07 Vestfold";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";9898
"07 Vestfold";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";15,2
"07 Vestfold";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";121,9
"07 Vestfold";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";13338
"07 Vestfold";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"07 Vestfold";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";121,3
"07 Vestfold";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";14184
"07 Vestfold";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";6,3
"07 Vestfold";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";121,4
"07 Vestfold";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";15286
"07 Vestfold";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";7,8
"07 Vestfold";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";130
"07 Vestfold";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";16443
"07 Vestfold";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";7,6
"07 Vestfold";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";129,3
"07 Vestfold";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";18387
"07 Vestfold";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";11,8
"07 Vestfold";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";137
"07 Vestfold";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";19187
"07 Vestfold";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";4,4
"07 Vestfold";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";133,8
"07 Vestfold";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";21830
"07 Vestfold";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";13,8
"07 Vestfold";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";134,6
"07 Vestfold";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";23521
"07 Vestfold";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";7,7
"07 Vestfold";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";143,4
"07 Vestfold";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";23619
"07 Vestfold";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";0,4
"07 Vestfold";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";140
"07 Vestfold";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";25075
"07 Vestfold";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";6,2
"07 Vestfold";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";143
"07 Vestfold";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";25452
"07 Vestfold";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";1,5
"07 Vestfold";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";139,8
"07 Vestfold";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";29706
"07 Vestfold";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";16,7
"07 Vestfold";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";154
"07 Vestfold";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";31077
"07 Vestfold";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";4,6
"07 Vestfold";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";154,6
"07 Vestfold";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";31292
"07 Vestfold";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";0,7
"07 Vestfold";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";154,3
"07 Vestfold";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";32565
"07 Vestfold";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";4,1
"07 Vestfold";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";149,7
"07 Vestfold";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";7075
"07 Vestfold";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"07 Vestfold";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";82,3
"07 Vestfold";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";8120
"07 Vestfold";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";14,8
"07 Vestfold";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";82
"07 Vestfold";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";10995
"07 Vestfold";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"07 Vestfold";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";82,4
"07 Vestfold";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";11684
"07 Vestfold";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";6,3
"07 Vestfold";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";82,4
"07 Vestfold";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";11760
"07 Vestfold";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";0,7
"07 Vestfold";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";76,9
"07 Vestfold";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";12720
"07 Vestfold";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";8,2
"07 Vestfold";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";77,4
"07 Vestfold";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";13424
"07 Vestfold";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";5,5
"07 Vestfold";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";73
"07 Vestfold";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";14338
"07 Vestfold";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";6,8
"07 Vestfold";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";74,7
"07 Vestfold";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";16220
"07 Vestfold";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";13,1
"07 Vestfold";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";74,3
"07 Vestfold";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";16401
"07 Vestfold";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";1,1
"07 Vestfold";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";69,7
"07 Vestfold";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";16865
"07 Vestfold";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";2,8
"07 Vestfold";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,4
"07 Vestfold";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";17533
"07 Vestfold";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";3,9
"07 Vestfold";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";69,9
"07 Vestfold";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";18200
"07 Vestfold";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";3,8
"07 Vestfold";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,5
"07 Vestfold";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";19292
"07 Vestfold";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";6
"07 Vestfold";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";64,9
"07 Vestfold";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";20106
"07 Vestfold";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";4,2
"07 Vestfold";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";64,7
"07 Vestfold";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";20276
"07 Vestfold";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";0,8
"07 Vestfold";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";64,8
"07 Vestfold";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";21747
"07 Vestfold";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";7,3
"07 Vestfold";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";66,8
"08 Telemark";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";7279
"08 Telemark";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"08 Telemark";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";139,8
"08 Telemark";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";7378
"08 Telemark";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";1,4
"08 Telemark";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";130,2
"08 Telemark";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";11400
"08 Telemark";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"08 Telemark";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";142,2
"08 Telemark";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";12380
"08 Telemark";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";8,6
"08 Telemark";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";147
"08 Telemark";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";13107
"08 Telemark";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";5,9
"08 Telemark";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";153,8
"08 Telemark";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";13112
"08 Telemark";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";0
"08 Telemark";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";139,6
"08 Telemark";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";14582
"08 Telemark";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";11,2
"08 Telemark";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";144,6
"08 Telemark";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";14579
"08 Telemark";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";0
"08 Telemark";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";133,6
"08 Telemark";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";16807
"08 Telemark";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";15,3
"08 Telemark";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";134,2
"08 Telemark";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";18589
"08 Telemark";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";10,6
"08 Telemark";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";150,6
"08 Telemark";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";19501
"08 Telemark";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";4,9
"08 Telemark";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";153
"08 Telemark";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";21633
"08 Telemark";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";10,9
"08 Telemark";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";155,3
"08 Telemark";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";23584
"08 Telemark";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";9
"08 Telemark";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";160
"08 Telemark";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";25997
"08 Telemark";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";10,2
"08 Telemark";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";173,3
"08 Telemark";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";25559
"08 Telemark";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";-1,7
"08 Telemark";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";168,5
"08 Telemark";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";25204
"08 Telemark";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";-1,4
"08 Telemark";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";161,4
"08 Telemark";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";27244
"08 Telemark";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";8,1
"08 Telemark";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";174,9
"08 Telemark";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";5207
"08 Telemark";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"08 Telemark";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,5
"08 Telemark";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";5667
"08 Telemark";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";8,8
"08 Telemark";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";76,8
"08 Telemark";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";8019
"08 Telemark";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"08 Telemark";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";70,3
"08 Telemark";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";8420
"08 Telemark";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";5
"08 Telemark";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";68
"08 Telemark";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";8522
"08 Telemark";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";1,2
"08 Telemark";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";65
"08 Telemark";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";9395
"08 Telemark";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";10,2
"08 Telemark";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,7
"08 Telemark";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";10085
"08 Telemark";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";7,3
"08 Telemark";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";69,2
"08 Telemark";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";10910
"08 Telemark";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";8,2
"08 Telemark";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";74,8
"08 Telemark";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";12527
"08 Telemark";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";14,8
"08 Telemark";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";74,5
"08 Telemark";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";12345
"08 Telemark";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";-1,5
"08 Telemark";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";66,4
"08 Telemark";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";12746
"08 Telemark";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";3,2
"08 Telemark";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";65,4
"08 Telemark";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";13934
"08 Telemark";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";9,1
"08 Telemark";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";64,4
"08 Telemark";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";14736
"08 Telemark";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";5,8
"08 Telemark";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";62,5
"08 Telemark";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";15003
"08 Telemark";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";1,8
"08 Telemark";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";57,7
"08 Telemark";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";15173
"08 Telemark";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";1,1
"08 Telemark";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";59,4
"08 Telemark";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";15612
"08 Telemark";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";2,9
"08 Telemark";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";61,9
"08 Telemark";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";15576
"08 Telemark";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";-0,2
"08 Telemark";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";57,2
"09 Aust-Agder";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";7657
"09 Aust-Agder";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"09 Aust-Agder";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";123,9
"09 Aust-Agder";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";9096
"09 Aust-Agder";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";18,8
"09 Aust-Agder";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";132,6
"09 Aust-Agder";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";12164
"09 Aust-Agder";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"09 Aust-Agder";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";139
"09 Aust-Agder";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";12715
"09 Aust-Agder";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";4,5
"09 Aust-Agder";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";136,2
"09 Aust-Agder";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";13689
"09 Aust-Agder";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";7,7
"09 Aust-Agder";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";148,1
"09 Aust-Agder";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";12959
"09 Aust-Agder";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";-5,3
"09 Aust-Agder";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";132,6
"09 Aust-Agder";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";14088
"09 Aust-Agder";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";8,7
"09 Aust-Agder";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";135,1
"09 Aust-Agder";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";14118
"09 Aust-Agder";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";0,2
"09 Aust-Agder";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";122,2
"09 Aust-Agder";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";16709
"09 Aust-Agder";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";18,4
"09 Aust-Agder";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";122,3
"09 Aust-Agder";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";18190
"09 Aust-Agder";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";8,9
"09 Aust-Agder";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";130,8
"09 Aust-Agder";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";19608
"09 Aust-Agder";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";7,8
"09 Aust-Agder";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";129,6
"09 Aust-Agder";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";21844
"09 Aust-Agder";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";11,4
"09 Aust-Agder";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";136
"09 Aust-Agder";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";23764
"09 Aust-Agder";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";8,8
"09 Aust-Agder";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";140,3
"09 Aust-Agder";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";24857
"09 Aust-Agder";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";4,6
"09 Aust-Agder";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";141,4
"09 Aust-Agder";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";25500
"09 Aust-Agder";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";2,6
"09 Aust-Agder";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";147,9
"09 Aust-Agder";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";27986
"09 Aust-Agder";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";9,7
"09 Aust-Agder";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";157
"09 Aust-Agder";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";27930
"09 Aust-Agder";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";-0,2
"09 Aust-Agder";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";156,8
"09 Aust-Agder";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";6178
"09 Aust-Agder";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"09 Aust-Agder";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";80,7
"09 Aust-Agder";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";6862
"09 Aust-Agder";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";11,1
"09 Aust-Agder";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";75,4
