"Region";"Type";"Date";"Variable";"Value"
"03 Oslo";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";89,9
"03 Oslo";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";41017
"03 Oslo";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";6,6
"03 Oslo";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";85,1
"03 Oslo";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";41948
"03 Oslo";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";2,3
"03 Oslo";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";78,1
"03 Oslo";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";42606
"03 Oslo";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";1,6
"03 Oslo";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";80,7
"03 Oslo";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";46753
"03 Oslo";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";9,7
"03 Oslo";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";85,7
"04 Hedmark";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";7568
"04 Hedmark";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"04 Hedmark";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";153,1
"04 Hedmark";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";9117
"04 Hedmark";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";20,5
"04 Hedmark";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";164,2
"04 Hedmark";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";12400
"04 Hedmark";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"04 Hedmark";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";162
"04 Hedmark";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";14099
"04 Hedmark";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";13,7
"04 Hedmark";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";163,3
"04 Hedmark";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";13547
"04 Hedmark";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";-3,9
"04 Hedmark";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";157
"04 Hedmark";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";15610
"04 Hedmark";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";15,2
"04 Hedmark";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";165,8
"04 Hedmark";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";15503
"04 Hedmark";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";-0,7
"04 Hedmark";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";157,7
"04 Hedmark";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";16811
"04 Hedmark";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";8,4
"04 Hedmark";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";152,1
"04 Hedmark";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";17562
"04 Hedmark";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";4,5
"04 Hedmark";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";148,3
"04 Hedmark";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";19405
"04 Hedmark";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";10,5
"04 Hedmark";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";161,1
"04 Hedmark";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";21248
"04 Hedmark";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";9,5
"04 Hedmark";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";180,2
"04 Hedmark";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";21496
"04 Hedmark";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";1,2
"04 Hedmark";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";170,7
"04 Hedmark";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";23082
"04 Hedmark";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";7,4
"04 Hedmark";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";182,8
"04 Hedmark";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";24323
"04 Hedmark";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";5,4
"04 Hedmark";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";183
"04 Hedmark";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";25004
"04 Hedmark";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";2,8
"04 Hedmark";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";176,6
"04 Hedmark";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";27612
"04 Hedmark";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";10,4
"04 Hedmark";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";187,4
"04 Hedmark";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";29058
"04 Hedmark";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";5,2
"04 Hedmark";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";188
"04 Hedmark";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";4943
"04 Hedmark";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"04 Hedmark";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";65,3
"04 Hedmark";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";5551
"04 Hedmark";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";12,3
"04 Hedmark";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";60,9
"04 Hedmark";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";7653
"04 Hedmark";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"04 Hedmark";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";61,7
"04 Hedmark";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";8632
"04 Hedmark";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";12,8
"04 Hedmark";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";61,2
"04 Hedmark";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";8626
"04 Hedmark";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";-0,1
"04 Hedmark";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";63,7
"04 Hedmark";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";9416
"04 Hedmark";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";9,2
"04 Hedmark";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";60,3
"04 Hedmark";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";9828
"04 Hedmark";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";4,4
"04 Hedmark";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";63,4
"04 Hedmark";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";11053
"04 Hedmark";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";12,5
"04 Hedmark";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";65,7
"04 Hedmark";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";11842
"04 Hedmark";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";7,1
"04 Hedmark";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";67,4
"04 Hedmark";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";12049
"04 Hedmark";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";1,7
"04 Hedmark";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";62,1
"04 Hedmark";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";11792
"04 Hedmark";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";-2,1
"04 Hedmark";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";55,5
"04 Hedmark";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";12590
"04 Hedmark";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";6,5
"04 Hedmark";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";58,6
"04 Hedmark";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";12628
"04 Hedmark";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";0,3
"04 Hedmark";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";54,7
"04 Hedmark";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";13290
"04 Hedmark";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";5,2
"04 Hedmark";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";54,6
"04 Hedmark";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";14162
"04 Hedmark";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";6,6
"04 Hedmark";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";56,6
"04 Hedmark";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";14737
"04 Hedmark";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";4,1
"04 Hedmark";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";53,4
"04 Hedmark";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";15455
"04 Hedmark";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";4,9
"04 Hedmark";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";53,2
"05 Oppland";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";7478
"05 Oppland";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"05 Oppland";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";146
"05 Oppland";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";7790
"05 Oppland";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";4,2
"05 Oppland";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";134,1
"05 Oppland";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";11445
"05 Oppland";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"05 Oppland";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";139,8
"05 Oppland";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";13069
"05 Oppland";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";14,2
"05 Oppland";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";156,7
"05 Oppland";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";12440
"05 Oppland";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";-4,8
"05 Oppland";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";147,6
"05 Oppland";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";12889
"05 Oppland";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";3,6
"05 Oppland";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";138
"05 Oppland";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";13733
"05 Oppland";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";6,5
"05 Oppland";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";137,1
"05 Oppland";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";14776
"05 Oppland";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";7,6
"05 Oppland";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";138,2
"05 Oppland";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";17288
"05 Oppland";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";17
"05 Oppland";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";147,8
"05 Oppland";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";19105
"05 Oppland";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";10,5
"05 Oppland";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";165,2
"05 Oppland";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";19441
"05 Oppland";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";1,8
"05 Oppland";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";158,7
"05 Oppland";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";21357
"05 Oppland";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";9,9
"05 Oppland";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";168,1
"05 Oppland";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";22330
"05 Oppland";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";4,6
"05 Oppland";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";165
"05 Oppland";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";24704
"05 Oppland";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";10,6
"05 Oppland";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";171,7
"05 Oppland";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";23514
"05 Oppland";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";-4,8
"05 Oppland";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";163
"05 Oppland";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";26468
"05 Oppland";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";12,6
"05 Oppland";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";172,7
"05 Oppland";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";27839
"05 Oppland";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";5,2
"05 Oppland";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";177,1
"05 Oppland";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";5121
"05 Oppland";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"05 Oppland";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";68,5
"05 Oppland";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";5811
"05 Oppland";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";13,5
"05 Oppland";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";74,6
"05 Oppland";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";8186
"05 Oppland";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"05 Oppland";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,5
"05 Oppland";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";8340
"05 Oppland";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";1,9
"05 Oppland";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";63,8
"05 Oppland";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";8427
"05 Oppland";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";1
"05 Oppland";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";67,7
"05 Oppland";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";9343
"05 Oppland";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";10,9
"05 Oppland";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";72,5
"05 Oppland";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";10019
"05 Oppland";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";7,2
"05 Oppland";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";73
"05 Oppland";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";10689
"05 Oppland";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";6,7
"05 Oppland";"02 Brukte eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";72,3
"05 Oppland";"02 Brukte eneboliger";2007;"Kvadratmeterpris (kr)";11697
"05 Oppland";"02 Brukte eneboliger";2007;"Endring i prosent fra foregående år";9,4
"05 Oppland";"02 Brukte eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";67,7
"05 Oppland";"02 Brukte eneboliger";2008;"Kvadratmeterpris (kr)";11564
"05 Oppland";"02 Brukte eneboliger";2008;"Endring i prosent fra foregående år";-1,1
"05 Oppland";"02 Brukte eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";60,5
"05 Oppland";"02 Brukte eneboliger";2009;"Kvadratmeterpris (kr)";12252
"05 Oppland";"02 Brukte eneboliger";2009;"Endring i prosent fra foregående år";5,9
"05 Oppland";"02 Brukte eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";63
"05 Oppland";"02 Brukte eneboliger";2010;"Kvadratmeterpris (kr)";12706
"05 Oppland";"02 Brukte eneboliger";2010;"Endring i prosent fra foregående år";3,6
"05 Oppland";"02 Brukte eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";59,5
"05 Oppland";"02 Brukte eneboliger";2011;"Kvadratmeterpris (kr)";13532
"05 Oppland";"02 Brukte eneboliger";2011;"Endring i prosent fra foregående år";6,5
"05 Oppland";"02 Brukte eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";60,6
"05 Oppland";"02 Brukte eneboliger";2012;"Kvadratmeterpris (kr)";14392
"05 Oppland";"02 Brukte eneboliger";2012;"Endring i prosent fra foregående år";6,4
"05 Oppland";"02 Brukte eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";58,3
"05 Oppland";"02 Brukte eneboliger";2013;"Kvadratmeterpris (kr)";14427
"05 Oppland";"02 Brukte eneboliger";2013;"Endring i prosent fra foregående år";0,2
"05 Oppland";"02 Brukte eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";61,4
"05 Oppland";"02 Brukte eneboliger";2014;"Kvadratmeterpris (kr)";15322
"05 Oppland";"02 Brukte eneboliger";2014;"Endring i prosent fra foregående år";6,2
"05 Oppland";"02 Brukte eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";57,9
"05 Oppland";"02 Brukte eneboliger";2015;"Kvadratmeterpris (kr)";15717
"05 Oppland";"02 Brukte eneboliger";2015;"Endring i prosent fra foregående år";2,6
"05 Oppland";"02 Brukte eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";56,5
"06 Buskerud";"01 Nye eneboliger";1999;"Kvadratmeterpris (kr)";8159
"06 Buskerud";"01 Nye eneboliger";1999;"Endring i prosent fra foregående år";0
"06 Buskerud";"01 Nye eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";125,4
"06 Buskerud";"01 Nye eneboliger";2000;"Kvadratmeterpris (kr)";9012
"06 Buskerud";"01 Nye eneboliger";2000;"Endring i prosent fra foregående år";10,5
"06 Buskerud";"01 Nye eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";118,5
"06 Buskerud";"01 Nye eneboliger";2001;"Kvadratmeterpris (kr)";12441
"06 Buskerud";"01 Nye eneboliger";2001;"Endring i prosent fra foregående år";0
"06 Buskerud";"01 Nye eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";122,6
"06 Buskerud";"01 Nye eneboliger";2002;"Kvadratmeterpris (kr)";14487
"06 Buskerud";"01 Nye eneboliger";2002;"Endring i prosent fra foregående år";16,4
"06 Buskerud";"01 Nye eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";137,1
"06 Buskerud";"01 Nye eneboliger";2003;"Kvadratmeterpris (kr)";15350
"06 Buskerud";"01 Nye eneboliger";2003;"Endring i prosent fra foregående år";6
"06 Buskerud";"01 Nye eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";141,6
"06 Buskerud";"01 Nye eneboliger";2004;"Kvadratmeterpris (kr)";15243
"06 Buskerud";"01 Nye eneboliger";2004;"Endring i prosent fra foregående år";-0,7
"06 Buskerud";"01 Nye eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";130,7
"06 Buskerud";"01 Nye eneboliger";2005;"Kvadratmeterpris (kr)";17187
"06 Buskerud";"01 Nye eneboliger";2005;"Endring i prosent fra foregående år";12,8
"06 Buskerud";"01 Nye eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";140,3
"06 Buskerud";"01 Nye eneboliger";2006;"Kvadratmeterpris (kr)";18081
"06 Buskerud";"01 Nye eneboliger";2006;"Endring i prosent fra foregående år";5,2
"06 Buskerud";"01 Nye eneboliger";2006;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";130,7
"06 Buskerud";"01 Nye eneboliger";2007;"Kvadratmeterpris (kr)";20178
"06 Buskerud";"01 Nye eneboliger";2007;"Endring i prosent fra foregående år";11,6
"06 Buskerud";"01 Nye eneboliger";2007;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";133,3
"06 Buskerud";"01 Nye eneboliger";2008;"Kvadratmeterpris (kr)";21295
"06 Buskerud";"01 Nye eneboliger";2008;"Endring i prosent fra foregående år";5,5
"06 Buskerud";"01 Nye eneboliger";2008;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";139
"06 Buskerud";"01 Nye eneboliger";2009;"Kvadratmeterpris (kr)";21983
"06 Buskerud";"01 Nye eneboliger";2009;"Endring i prosent fra foregående år";3,2
"06 Buskerud";"01 Nye eneboliger";2009;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";143,7
"06 Buskerud";"01 Nye eneboliger";2010;"Kvadratmeterpris (kr)";22733
"06 Buskerud";"01 Nye eneboliger";2010;"Endring i prosent fra foregående år";3,4
"06 Buskerud";"01 Nye eneboliger";2010;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";139,7
"06 Buskerud";"01 Nye eneboliger";2011;"Kvadratmeterpris (kr)";27703
"06 Buskerud";"01 Nye eneboliger";2011;"Endring i prosent fra foregående år";21,9
"06 Buskerud";"01 Nye eneboliger";2011;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";158
"06 Buskerud";"01 Nye eneboliger";2012;"Kvadratmeterpris (kr)";27327
"06 Buskerud";"01 Nye eneboliger";2012;"Endring i prosent fra foregående år";-1,4
"06 Buskerud";"01 Nye eneboliger";2012;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";146,3
"06 Buskerud";"01 Nye eneboliger";2013;"Kvadratmeterpris (kr)";29982
"06 Buskerud";"01 Nye eneboliger";2013;"Endring i prosent fra foregående år";9,7
"06 Buskerud";"01 Nye eneboliger";2013;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";153,7
"06 Buskerud";"01 Nye eneboliger";2014;"Kvadratmeterpris (kr)";30655
"06 Buskerud";"01 Nye eneboliger";2014;"Endring i prosent fra foregående år";2,2
"06 Buskerud";"01 Nye eneboliger";2014;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";149,7
"06 Buskerud";"01 Nye eneboliger";2015;"Kvadratmeterpris (kr)";32227
"06 Buskerud";"01 Nye eneboliger";2015;"Endring i prosent fra foregående år";5,1
"06 Buskerud";"01 Nye eneboliger";2015;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";148,6
"06 Buskerud";"02 Brukte eneboliger";1999;"Kvadratmeterpris (kr)";6506
"06 Buskerud";"02 Brukte eneboliger";1999;"Endring i prosent fra foregående år";0
"06 Buskerud";"02 Brukte eneboliger";1999;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";79,7
"06 Buskerud";"02 Brukte eneboliger";2000;"Kvadratmeterpris (kr)";7605
"06 Buskerud";"02 Brukte eneboliger";2000;"Endring i prosent fra foregående år";16,9
"06 Buskerud";"02 Brukte eneboliger";2000;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";84,4
"06 Buskerud";"02 Brukte eneboliger";2001;"Kvadratmeterpris (kr)";10144
"06 Buskerud";"02 Brukte eneboliger";2001;"Endring i prosent fra foregående år";0
"06 Buskerud";"02 Brukte eneboliger";2001;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";81,5
"06 Buskerud";"02 Brukte eneboliger";2002;"Kvadratmeterpris (kr)";10563
"06 Buskerud";"02 Brukte eneboliger";2002;"Endring i prosent fra foregående år";4,1
"06 Buskerud";"02 Brukte eneboliger";2002;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";72,9
"06 Buskerud";"02 Brukte eneboliger";2003;"Kvadratmeterpris (kr)";10839
"06 Buskerud";"02 Brukte eneboliger";2003;"Endring i prosent fra foregående år";2,6
"06 Buskerud";"02 Brukte eneboliger";2003;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";70,6
"06 Buskerud";"02 Brukte eneboliger";2004;"Kvadratmeterpris (kr)";11660
"06 Buskerud";"02 Brukte eneboliger";2004;"Endring i prosent fra foregående år";7,6
"06 Buskerud";"02 Brukte eneboliger";2004;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";76,5
"06 Buskerud";"02 Brukte eneboliger";2005;"Kvadratmeterpris (kr)";12249
"06 Buskerud";"02 Brukte eneboliger";2005;"Endring i prosent fra foregående år";5,1
"06 Buskerud";"02 Brukte eneboliger";2005;"Nypris i prosent av bruktpris og bruktpris i prosent av nypris";71,3
"06 Buskerud";"02 Brukte eneboliger";2006;"Kvadratmeterpris (kr)";13837
"06 Buskerud";"02 Brukte eneboliger";2006;"Endring i prosent fra foregående år";13
